"","company","RD","OR","NI","TA","TE","Patent","Industry","Frequency"
"348","OCT.L",NA,3636,729.75,6146.25,5533.25,NA,"High",0
"349","OXIG.L",25275,324225,11475,422425,145150,84000,"High",0
"350","PIP.L",NA,4983,-307,2912.75,-3502.5,NA,"High",0
"351","PPIX.L",810.5,16200,567,7726,2678.25,NA,"High",0
"352","RSW.L",NA,517564.5,98001.75,633878.25,452319.5,5884.25,"High",0
"353","RGP.L",NA,155.25,-36,41.25,-5061.75,NA,"High",0
"354","SNT.L",NA,930,-1217.25,1157.5,914.5,395.25,"High",0
"355","DIA.L",NA,173550,425,112400,76975,1650,"High",0
"356","EKT.L",NA,33775,625,21400,11900,1225,"High",0
"357","FDBK.L",NA,434.4245,-547.84475,674.0785,288.26525,121.239,"High",0
"358","GHH.L",7189.25,100413,7654.75,141466.5,93630.5,9533.5,"High",0
"359","HLMA.L",NA,892953,124189.75,1264874.75,700580.5,186303.5,"High",0
"360","HDT.L",NA,11646.75,-142.5,5650.75,3940.25,NA,"High",0
"361","IGE.L",339.679,3380.28,-21.06925,2614.10225,1201.96325,NA,"High",0
"362","JDG.L",NA,65679,3341,59828.75,24709.25,5145.75,"High",0
"363","SOLI.L",NA,39913.81925,2788.42675,24683.6195,15704.5085,1405.87375,"High",0
"364","SXS.L",NA,1416400,136025,1770800,1117600,230025,"High",0
"365","TFW.L",NA,94388,13765,123967.25,96778.75,2390,"High",0
"366","TTG.L",NA,408300,22050,436675,239950,34200,"High",0
"367","UVEL.L",NA,4482.73125,278.206,9963.621,5592.6475,NA,"High",0
"368","VLX.L",NA,358226,-4035.75,169231.25,50077.75,329.75,"High",0
"369","WPHO.L",NA,1348.56975,-2942.644,4922.32075,2946.7595,1079.997,"High",0
"370","XAR.L",11797,88331.5,6496.5,157308.5,136965.5,293,"High",0
"371","ZYT.L",NA,21883.5,4022.75,28085.75,24367,322.25,"High",0
"372","AMPH.L",NA,16205.77725,-1417.20775,22813.29725,7816.68575,NA,"High",0
"373","DRX.L",NA,3482025,25625,3738475,1784675,123575,"High",0
"374","GOOD.L",NA,93839,-170,110131.5,18875.25,2477.5,"High",0
"375","GSH.L",NA,33420.3,195.05,84791.25,37229.25,923.25,"High",0
"376","JEL.L",NA,102949.75,11246.5,265471.5,169169,609.25,"High",0
"377","OPG.L",NA,126173.215,-5424.57775,486363.40675,182740.52625,329.39275,"High",0
"378","SSE.L",NA,30175000,972125,23153425,5694425,231875,"High",0
"379","RUR.L",NA,NA,-9514.75,47277.5,37669.5,NA,"High",0
"380","ACA.L",NA,834241.75,-187683,2113683.25,1487749.25,109439.25,"Low",0
"381","ALBA.L",NA,NA,-254.36875,5496.153,5071.10425,1567.222,"Low",0
"382","AXM.L",215.25,NA,-693,429.75,-98.25,NA,"Low",0
"383","ALTN.L",NA,20234,-5697.75,58881,35125,11092.5,"Low",0
"384","XTR.L",NA,NA,-4430,10638.25,6797.5,7492.25,"Low",0
"385","WSBN.L",NA,NA,-1395.66075,2931.646,1054.45325,385.27275,"Low",0
"386","WRES.L",NA,NA,-1592.25,24119.5,14342.75,14363.25,"Low",0
"387","VAST.L",NA,NA,-11171.5,46538.75,14083.25,NA,"Low",0
"388","TSG.L",NA,44723,3670.5,106009,77978,NA,"Low",0
"389","THR.L",NA,NA,-1290.5,10769,10098.5,9907.25,"Low",0
"390","THS.L",NA,305536.5,31116.5,365263.25,268817,NA,"Low",0
"391","TYM.L",NA,207.89675,-952.8065,4413.78075,4329.721,3786.06775,"Low",0
"392","SLP.L",NA,50141.728,6322.97125,125617.493,101707.538,NA,"Low",0
"393","SRES.L",NA,NA,-442.144,1410.56825,1285.56225,1123.01825,"Low",0
"394","SOLG.L",NA,NA,-8399.648,120695.10625,114926.768,NA,"Low",0
"395","SXX.L",NA,NA,-30908.166,705222,435283.5,75297,"Low",0
"396","SWG.L",NA,NA,-1257.25,9019.75,7884.75,2745,"Low",0
"397","SHG.L",NA,102037.75,-3282.5,173697,89170,23256,"Low",0
"398","SRB.L",NA,44847.86875,-942.7225,82897.54275,60010.90425,17569.16225,"Low",0
"399","SGZ.L",NA,NA,-1716.59775,19714.8805,17909.561,NA,"Low",0
"400","SAV.L",NA,NA,-2407.20925,7493.991,6886.69475,5001.5285,"Low",0
"401","RIO.L",NA,37290500,6537750,91875500,41259000,3128250,"Low",0
"402","RLD.L",61,1247,-6575.5,7812,4220.25,NA,"Low",0
"403","RGM.L",NA,NA,-2483.155,5553.98625,4504.94225,NA,"Low",0
"404","RRR.L",NA,NA,-2349.43175,12756.961,9901.64625,NA,"Low",0
"405","RMM.L",NA,29129.25,-7973.5,87860.25,60417.5,5470.75,"Low",0
"406","RBW.L",NA,NA,-1442.83625,7236.98575,5765.15625,NA,"Low",0
"407","PXOG.L",NA,NA,-1333.41975,2446.044,2217.72175,NA,"Low",0
"408","PREM.L",NA,NA,-5600.75,15957.75,14993.75,5186.75,"Low",0
"409","PDZ.L",NA,628.12825,-10694.5005,17422.39025,13188.9615,NA,"Low",0
"410","POLY.L",NA,1584250,331250,2943500,1038500,NA,"Low",0
"411","PDL.L",NA,436500,-11450,1577775,559150,NA,"Low",0
"412","PFP.L",NA,NA,-836.5,477.75,265.75,NA,"Low",0
"413","PGD.L",NA,34039.25,-6361.5,53707.5,21489.25,6734.75,"Low",0
"414","PAF.L",NA,132834.449,-9547.67375,266622.5015,157606.878,107.44225,"Low",0
"415","OVB.L",NA,NA,-2551.75,22653.5,22446,NA,"Low",0
"416","OMI.L",NA,47515,-22461.75,46567,25441.75,NA,"Low",0
"417","ORM.L",NA,NA,-485.75,20560.25,20329.5,7606.25,"Low",0
"418","MKA.L",410.173,NA,-2144.421,1229.19875,652.83475,NA,"Low",0
"419","MTL.L",NA,NA,-9587.818,182381.69225,115077.026,8661.0125,"Low",0
"420","LMI.L",NA,1230500,-739250,1579250,1185000,47750,"Low",0
"421","LND.L",NA,NA,-3072.33025,579.553,291.683,NA,"Low",0
"422","KOD.L",NA,NA,-1615.1335,2815.64975,2605.85525,1432.96425,"Low",0
"423","KIBO.L",NA,NA,-1255.50925,17356.65375,16943.3945,16800.545,"Low",0
"424","KMR.L",NA,188643,-1400.25,942075,730954,NA,"Low",0
"425","KEFI.L",NA,NA,-3638.25,14558.5,12029.5,12802,"Low",0
"426","KAZ.L",NA,1314000,280500,4969250,724250,7000,"Low",0
"427","KDR.L",NA,NA,-307.66675,9546.579,8818.387,8920.14975,"Low",0
"428","HUM.L",NA,NA,-6034.67875,159593.5,104636,68866.25,"Low",0
"429","HZM.L",NA,NA,-1724.463,37668.17425,33223.50175,30366.35575,"Low",0
"430","HOC.L",NA,646062.5,-33665.75,1444595,707275.75,25816.75,"Low",0
"431","HGM.L",NA,302477.75,39558.5,1179252.5,773967.25,NA,"Low",0
"432","HMI.L",NA,NA,-2483.22525,10043.13325,9689.003,NA,"Low",0
"433","GFM.L",NA,87943.25,18131.5,246327.25,171455,1928.25,"Low",0
"434","GGP.L",NA,NA,-1206.94025,2254.14475,1992.3115,632.37925,"Low",0
"435","GWMO.L",NA,NA,-614.995,5420.0435,5282.22575,4016.142,"Low",0
"436","GRL.L",NA,NA,-984.07325,5619.5605,5581.39275,NA,"Low",0
"437","GDP.L",NA,25564.75,-18.5,33910,17889.5,3385,"Low",0
"438","GLEN.L",NA,181382250,1400000,129337500,45247500,1740250,"Low",0
"439","GEO.L",NA,NA,-2444.5685,9778.701,6661.2945,8132.5035,"Low",0
"440","GEMD.L",NA,230219,-18822.5,407162.25,182899.5,NA,"Low",0
"441","GCM.L",4515,NA,-2084.25,39633.25,38104.25,39233.75,"Low",0
"442","GLR.L",NA,NA,-3390.5,5685.47075,5324.33375,2001.938,"Low",0
"443","GAL.L",NA,65.402,-2092.48775,15601.05325,9555.0695,NA,"Low",0
"444","FRES.L",NA,1886745.5,351983.25,4410400,2771248.75,NA,"Low",0
"445","FDI.L",NA,NA,-32616.5,167857,112418,NA,"Low",0
"446","EDL.L",NA,NA,-2520.13375,6862.6835,6517.83525,NA,"Low",0
"447","ECR.L",NA,NA,-1675.2675,3228.46125,2903.3665,2524.51325,"Low",0
"448","CGNR.L",NA,NA,-446.2215,19554.3905,16767.68125,19229.4575,"Low",0
"449","CON.L",NA,NA,-230.292,2842.75075,2354.95525,2610.0845,"Low",0
"450","CNR.L",NA,NA,-4016.537,19948.177,19606.39975,18467.6225,"Low",0
"451","CNG.L",NA,NA,-11011.75,306146,29036.75,NA,"Low",0
"452","CGH.L",NA,NA,-10178.7045,40732.13175,35879.8085,28.6755,"Low",0
"453","CAML.L",NA,106394,33248.5,360318,224960.25,31802.5,"Low",0
"454","CEY.L",NA,618635.25,109381.25,1442882.25,1379662.5,NA,"Low",0
"455","CMCL.L",NA,59207,8363.75,99824,59549,NA,"Low",0
"456","BMN.L",NA,NA,-1763.05925,76516.185,56584.0125,54367.4185,"Low",0
"457","BOD.L",NA,NA,-377.8095,7511.29375,7260.755,7214.777,"Low",0
"458","BRD.L",NA,376.72625,-849.2445,1184.15425,767.56975,NA,"Low",0
"459","BISI.L",NA,33968.5,1070.75,36534.5,17169.5,NA,"Low",0
"460","BZT.L",NA,NA,-6252.5,6250.75,6137.5,NA,"Low",0
"461","BKY.L",NA,583.92425,-10576.16475,58879.41425,37521.878,NA,"Low",0
"462","BEM.L",NA,NA,-1130.3545,8749.31225,8632.18825,7312.90625,"Low",0
"463","AVM.L",NA,NA,-50885,54874.25,-26748.75,NA,"Low",0
"464","ASO.L",NA,NA,-53194.25,279921.75,108192.25,NA,"Low",0
"465","ATYM.L",NA,NA,12910,328726,222785,58955,"Low",0
"466","ARS.L",NA,NA,-4835.9835,1988.815,1180.47575,NA,"Low",0
"467","AAU.L",NA,NA,2415,14870.5,12541.75,9823,"Low",0
"468","ANTO.L",NA,4082475,515125,13893750,7034800,150100,"Low",0
"469","APF.L",NA,28514.5,10776.5,243900.5,202291.5,75038.25,"Low",0
"470","AAZ.L",NA,74252.75,-2951.25,167192.75,83139.75,17852.75,"Low",0
"471","AAL.L",NA,23921500,671250,52229750,20538750,1184750,"Low",0
"472","AYM.L",NA,NA,-644.80425,15582.07775,12187.7325,14981.4455,"Low",0
"473","AMC.L",NA,NA,-2248,25898.25,24329.25,NA,"Low",0
"474","88E.L",NA,NA,-7527.121,79710.17325,54785.99025,NA,"Low",0
"475","AMER.L",NA,75336.25,-10525.25,253162.5,201379.75,NA,"Low",0
"476","AEX.L",NA,3133.5,-14274.75,102355,89561.25,NA,"Low",0
"477","ANGS.L",NA,NA,-1430.052,4654.706,3469.0805,NA,"Low",0
"478","ZOL.L",NA,1081684.25,-349457,6769711.75,4593748.5,NA,"Low",0
"479","ZEN.L",NA,3668.3265,136852.17975,549277.31375,287338.022,NA,"Low",0
"480","WTE.L",NA,NA,-58.79525,1188.804,1143.79075,NA,"Low",0
"481","WEN.L",NA,11512.75,-13497.75,188056,160287.5,NA,"Low",0
"482","VGAS.L",NA,28278,1464.25,73527,61496.75,3346.75,"Low",0
"483","VOG.L",NA,30200.68,-22954.46425,148064.25,113445.25,18161,"Low",0
"484","UJO.L",NA,NA,-831.35625,5200.147,4800.94425,2384.164,"Low",0
"485","TLW.L",NA,1614550,-431550,10953350,2746050,2314450,"Low",0
"486","TRIN.L",NA,47818.25,-11350.75,114482,34721,25876.25,"Low",0
"487","TRP.L",NA,NA,-22824.77675,33064.06775,31045.64875,28119.49575,"Low",0
"488","TOM.L",NA,NA,-1761.25,9306.25,9071.25,8071.25,"Low",0
"489","TLOU.L",NA,NA,-2943.134,55285.87025,54039.36975,NA,"Low",0
"490","SEY.L",NA,3703.25,-8858.75,103123.5,75453,21513.5,"Low",0
"491","SRO.L",NA,NA,-1582.5875,6210.78525,6119.38275,NA,"Low",0
"492","SOU.L",NA,NA,-18168,134047.75,106331.5,57786.5,"Low",0
"493","SOLO.L",NA,NA,-1701,15709.5,14903.5,11571.75,"Low",0
"494","SIA.L",NA,160400,-41900,905400,639775,92925,"Low",0
"495","0QHQ.L",NA,4263483.75,1347166.5,10428922,9003110,202830.5,"Low",0
"496","SQZ.L",NA,30790.5,27286.75,227625.5,109833,NA,"Low",0
"497","SEPL.L",NA,505753.25,78744.25,2515589.5,1437954.25,NA,"Low",0
"498","SDX.L",NA,29282.75,2566.5,95199.25,80792,22113.75,"Low",0
"499","SAVP.L",NA,NA,-13624.00125,102957.75,92512.5,NA,"Low",0
"500","SLE.L",NA,204.25,-79860.25,253612,211782,64507.25,"Low",0
"501","RDSB.L",1003750,298027250,10710750,389430750,185631000,8910250,"Low",0
"502","ROSE.L",NA,NA,-4556.5,16132.5,14986.75,10595.75,"Low",0
"503","RKH.L",NA,8091,23868,500827.25,381292.25,390564.75,"Low",0
"504","RPT.L",NA,28751.5,13588.75,81383.75,74846,4265.75,"Low",0
"505","RMP.L",NA,217.77025,-7551.84675,12299.711,12030.88125,NA,"Low",0
"506","QFI.L",NA,50.75,-4251.5,9339.25,8928,2940.5,"Low",0
"507","PVR.L",NA,NA,-19147.75,107760.5,81388.5,NA,"Low",0
"508","PPC.L",NA,12631.25,-6707,185885.25,148162,103175.25,"Low",0
"509","PMO.L",NA,1111200,-275400,5779400,796700,908900,"Low",0
"510","PTR.L",NA,6388.98225,-6481.36725,53042.68,49965.53625,NA,"Low",0
"511","MATD.L",NA,NA,-791,23293.5,19911,NA,"Low",0
"512","PET.L",NA,NA,-1958.854,6008.54025,5604.28325,1932.00175,"Low",0
"513","PMG.L",NA,10059.75,-12527.5,88521,71684.25,32990.5,"Low",0
"514","PANR.L",NA,NA,-3251.575,51888.14575,51587.52225,NA,"Low",0
"515","OPHR.L",NA,188760.25,-323340,2085869,1345600,NA,"Low",0
"516","OEX.L",NA,247.933,-15359.701,18191.04675,11803.6865,NA,"Low",0
"517","NOG.L",NA,398086.25,-80490.5,2190069.5,673030,NA,"Low",0
"518","NTOG.L",NA,817.75,-1772,3485,1599,2372.25,"Low",0
"519","MXO.L",NA,NA,-2211.75,10360,8859,NA,"Low",0
"520","MSMN.L",NA,192.7105,-5393.151,10690.74525,10221.784,NA,"Low",0
"521","MYN.L",NA,643.25,-6724.5,4287.25,938.75,NA,"Low",0
"522","LKOH.L",NA,6237172250,383977000,5248469250,3497964750,21541750,"Low",0
"523","LEK.L",NA,NA,-7270.92775,234654.95675,202902.04775,7693.623,"Low",0
"524","LOGP.L",NA,NA,-4494.25,17920.75,14845.5,17639.25,"Low",0
"525","JKX.L",NA,61830.75,-30246,237359.25,154672.5,NA,"Low",0
"526","JOG.L",NA,NA,-11475.6995,12763.95025,7336.752,937.194,"Low",0
"527","IOF.L",NA,21902.10575,-4379.651,39573.79325,12590.55975,3118.95025,"Low",0
"528","INDI.L",NA,46665.661,22740.6955,650521.2235,121038.56725,NA,"Low",0
"529","IOG.L",NA,NA,-6127.5,24538.75,-341.5,5796.5,"Low",0
"530","IGAS.L",NA,35672.33125,-24631.413,250800.75,128146.25,107563.5,"Low",0
"531","HUR.L",NA,NA,-18134.25,631787.75,468419.75,184110.5,"Low",0
"532","HDY.L",NA,NA,-13792.52125,82423.956,70112.37675,52391.73825,"Low",0
"533","GKP.L",NA,175875,-34346,733354,411283.25,58988.75,"Low",0
"534","GEEC.L",NA,33399.59275,2097.361,188774.11525,83015.492,994.7505,"Low",0
"535","GBP.L",NA,NA,-2657.09575,9960.8055,9553.36075,NA,"Low",0
"536","FOG.L",NA,8.75,-2313.75,51844.75,39895.5,NA,"Low",0
"537","EXI.L",NA,180457.75,51264,559714.75,432466,NA,"Low",0
"538","EOG.L",NA,1669.25,-1636,9359.75,5829.75,5131.75,"Low",0
"539","ENQ.L",NA,908131.25,-126956,4600928.5,807617.25,50192,"Low",0
"540","EME.L",NA,NA,-2563,31552.25,21659,NA,"Low",0
"541","ELA.L",NA,64641,27497.25,293473.75,325441.25,16771.25,"Low",0
"542","EDR.L",NA,1423.5,-2707.70425,34344.7085,31230.133,18759.28825,"Low",0
"543","CLON.L",NA,NA,-864.189,2937.614,2027.4305,2498.1585,"Low",0
"544","CHAR.L",NA,NA,-23072.5,121309.25,117019.75,NA,"Low",0
"545","COPL.L",NA,NA,-9627.25,11135.75,9913.75,NA,"Low",0
"546","CNE.L",NA,NA,-382050,2505800,2043475,527300,"Low",0
"547","CAD.L",NA,31251.75,-7384.5,56875.25,49122.5,2288.75,"Low",0
"548","BLVN.L",NA,NA,-69056.25,371143.75,366116.5,222685.25,"Low",0
"549","BOR.L",NA,NA,-2340.5,300477.25,299880,290541,"Low",0
"550","BOIL.L",NA,NA,-1855.25,9179.75,5990,1830.25,"Low",0
"551","BPC.L",NA,NA,-3280.469,51862.07975,51023.261,48186.298,"Low",0
"552","AST.L",NA,NA,-3477.25,37967,29680,NA,"Low",0
"553","ARG.L",NA,NA,-161.5,29585.5,29495,28792,"Low",0
"554","ADM.L",NA,1079025,312875,5431200,647750,94200,"Low",0
"555","BEZ.L",NA,1969200,174550,7261625,1472725,314350,"Low",0
"556","DLG.L",NA,3348150,441725,9853150,2783175,496900,"Low",0
"557","GACB.L",NA,NA,148000,13995750,13672000,NA,"Low",0
"558","HSTG.L",NA,635825,84500,2513175,580175,119400,"Low",0
"559","HUW.L",NA,21821.25,746.25,89760,18205,12034.5,"Low",0
"560","HSX.L",NA,2126088,177196,8130474.25,2007212.75,532101.25,"Low",0
"561","JLT.L",NA,1313419,86486,2623904.5,328602.25,245914,"Low",0
"562","LRE.L",NA,521375,75325,2821800,1150425,162500,"Low",0
"563","MHM.L",NA,13769500,1627250,19603250,6893750,1694000,"Low",0
"564","PGH.L",NA,53058.75,8309.5,52982.25,33309.75,1130.5,"Low",0
"565","RQIH.L",NA,98256.25,10413.75,899709.5,130824.748,6397.25,"Low",0
"566","RSA.L",NA,6897750,225000,20660750,3722500,381750,"Low",0
"567","AV.L",NA,29653750,1176000,425353250,17460000,7284250,"Low",0
"568","CSN.L",NA,454803.5,44406.5,6931012.25,396498.75,148586.5,"Low",0
"569","HSD.L",NA,120300,9425,1173650,34125,NA,"Low",0
"570","LGEN.L",NA,11597000,1512750,465380500,7361250,1270000,"Low",0
"571","OMU.L",NA,75936750,13030500,1059390250,57185500,3245750,"Low",0
"572","PHNX.L",NA,1728000,113000,115984000,3644250,2221500,"Low",0
"573","PRU.L",NA,56086000,2474750,465017250,15239250,10553250,"Low",0
"574","SFI.L",NA,1095135.25,48988.25,6481716.75,546617.5,37345,"Low",0
"575","STJ.L",NA,5213575,158450,79783175,1062700,31575,"Low",0
"576","SLA.L",NA,4863500,833250,144461250,6097750,1142500,"Low",0
"577","AVN.L",NA,68650,-5900,902800,285100,4925,"High",0
"578","EVRH.L",NA,NA,-5091.77125,10556.757,9870.9315,NA,"High",0
"579","GAMA.L",NA,233050,21775,140750,90975,6600,"High",0
"580","ISAT.L",NA,1365000,208200,4780075,1268125,271750,"High",0
"581","MOS.L",NA,12647.5,-927.75,4167.75,1884.5,NA,"High",0
"582","MBT.L",NA,2446.75,-2061,2282.75,-13377.25,120.5,"High",0
"583","VOD.L",NA,48099250,-496000,159745250,78668750,23812500,"High",0
"584","CRPR.L",NA,90283.5,3399,63004,21996.75,171.5,"Low",0
"585","MNDI.L",NA,7014500,682500,7299250,3366250,106750,"Low",0
"586","ACP.L",NA,NA,-2291.9745,5601.374,4942.24425,NA,"Low",0
"587","FCRM.L",NA,38107.75,4999.75,42150.5,13419,7280.75,"Low",0
"588","INFA.L",NA,NA,-1991.66475,9684.64075,7103.105,NA,"Low",0
"589","MWG.L",NA,3634.5,-3280.75,6407,5301.25,531.75,"Low",0
"590","NG.L",NA,14213500,3988750,59662500,16179250,877750,"Low",0
"591","PNN.L",NA,1360700,178300,5786350,1497125,64975,"Low",0
"592","SVT.L",3100,1721775,261400,8838100,922500,76650,"Low",0
"593","UU.L",NA,1722500,364300,12160000,2728100,173175,"Low",0
"594","YU.L",NA,16761.60175,-96.60725,8192.75,3266.5,58.25,"Low",0
"595","AUTG.L",NA,23939.75,22.25,22386,12023.5,1217.5,"High",0
"596","SCE.L",1526.25,1123.25,-1404.75,5176.5,4152.5,NA,"High",0
"597","TYT.L",NA,28901375500,2130164750,49605745250,18086470250,NA,"High",0
"598","TRT.L",NA,2605.75,-1505.25,5326,4727.75,525.5,"High",0
"599","AGM.L",NA,72.5,-3696.5,8782,7822.75,NA,"High",0
"600","BIOM.L",NA,6138,-330.25,5284.25,3632,NA,"High",0
"601","BYOT.L",257.814,3041.662,-413.24875,3594.23575,2637.9075,342.82975,"High",0
"602","CAR.L",NA,127743.25,-813.75,140358.5,42641.75,2585.25,"High",0
"603","CRDA.L",NA,1271325,213225,1596000,752450,64950,"High",0
"604","DCTA.L",NA,1367.8735,-4674.72275,11196.02975,7437.9265,1208.175,"High",0
"605","ELM.L",NA,724675,80425,1273450,724700,131525,"High",0
"606","HDD.L",NA,3249.75,-854.5,4947.5,4151.5,7.5,"High",0
"607","HAYD.L",714.75,2267.5,-4126.5,11583.5,8096,582.5,"High",0
"608","JMAT.L",NA,11731650,361450,4430475,2069675,197750,"High",0
"609","PHC.L",4451.75,7412.5,-8020.75,15732.75,13113,426.75,"High",0
"610","SCPA.L",3300,263450,14175,208225,89700,6650,"High",0
"611","SYNT.L",NA,1253725,86150,1076350,356850,61975,"High",0
"612","TET.L",NA,96846.75,8478.25,85262.25,49618.75,663.5,"High",0
"613","VRS.L",320,6083.75,-1522,9992,6949.75,660.75,"High",0
"614","VCT.L",14925,283000,94025,500275,429000,12525,"High",0
"615","ZTF.L",NA,65607,6119.75,98712,62884,4327.75,"High",0
"616","APC.L",NA,18365,-4449.25,17522.5,7284.5,NA,"High",0
"617","CPX.L",2343.887,4611.974,-1864.6925,6764.9515,4730.22675,NA,"High",0
"618","DWHA.L",NA,50126.25,4048,48075.25,28659.5,1217.5,"High",0
"619","DIA.L",NA,173550,425,112400,76975,1650,"High",0
"620","EKT.L",NA,33775,625,21400,11900,1225,"High",0
"621","FDBK.L",NA,434.4245,-547.84475,674.0785,288.26525,121.239,"High",0
"622","GHH.L",7189.25,100413,7654.75,141466.5,93630.5,9533.5,"High",0
"623","HLMA.L",NA,892953,124189.75,1264874.75,700580.5,186303.5,"High",0
"624","HDT.L",NA,11646.75,-142.5,5650.75,3940.25,NA,"High",0
"625","IGE.L",339.679,3380.28,-21.06925,2614.10225,1201.96325,NA,"High",0
"626","JDG.L",NA,65679,3341,59828.75,24709.25,5145.75,"High",0
"627","LPA.L",NA,22037,1423.75,17435.25,10027,NA,"High",0
"628","LUCE.L",NA,142063.75,5979.25,112164.75,29138,2785,"High",0
"629","MAW.L",NA,35617750,4362500,55582250,47250000,317750,"High",0
"630","MSYS.L",1000.062,638.69125,-3008.4485,5858.679,5283.4395,87.14925,"High",0
"631","MGAM.L",NA,984075,60025,947625,174250,44100,"High",0
"632","OCT.L",NA,3636,729.75,6146.25,5533.25,NA,"High",0
"633","OXIG.L",25275,324225,11475,422425,145150,84000,"High",0
"634","PIP.L",NA,4983,-307,2912.75,-3502.5,NA,"High",0
"635","PPIX.L",810.5,16200,567,7726,2678.25,NA,"High",0
"636","RSW.L",NA,517564.5,98001.75,633878.25,452319.5,5884.25,"High",0
"637","RGP.L",NA,155.25,-36,41.25,-5061.75,NA,"High",0
"638","SNT.L",NA,930,-1217.25,1157.5,914.5,395.25,"High",0
"639","SOLI.L",NA,39913.81925,2788.42675,24683.6195,15704.5085,1405.87375,"High",0
"640","SXS.L",NA,1416400,136025,1770800,1117600,230025,"High",0
"641","TFW.L",NA,94388,13765,123967.25,96778.75,2390,"High",0
"642","TTG.L",NA,408300,22050,436675,239950,34200,"High",0
"643","UVEL.L",NA,4482.73125,278.206,9963.621,5592.6475,NA,"High",0
"644","VLX.L",NA,358226,-4035.75,169231.25,50077.75,329.75,"High",0
"645","WPHO.L",NA,1348.56975,-2942.644,4922.32075,2946.7595,1079.997,"High",0
"646","XAR.L",11797,88331.5,6496.5,157308.5,136965.5,293,"High",0
"647","XPP.L",7975,150350,24875,165925,111700,8350,"High",0
"648","ZYT.L",NA,21883.5,4022.75,28085.75,24367,322.25,"High",0
"649","BAGR.L",1380,61695.5,-2656.25,36116,11713.75,3326.25,"High",0
"650","BRBY.L",NA,2634175,306525,2280975,1519725,91925,"High",0
"651","CRL.L",NA,26643,1165.75,12495.75,7752.75,25.75,"High",0
"652","IDP.L",NA,6314.78225,20.1275,7324.97275,4707.784,2388.527,"High",0
"653","MUL.L",NA,160596.5,3255.5,113635.75,82692.5,3413.75,"High",0
"654","PTD.L",NA,29072,-1276,34026,20929.25,218,"High",0
"655","PZC.L",NA,803025,57550,1099600,467225,318075,"High",0
"656","SWL.L",NA,63040.25,2210.75,46109,18762.75,5092.5,"High",0
"657","TED.L",NA,549066.75,46068.75,429605.5,212977.75,29934.5,"High",0
"658","W7L.L",NA,30111.75,4143.5,32451.75,22427.75,5401.75,"High",0
"659","AEG.L",2389.807,NA,-6439.9535,14206.3765,2312.3425,4234.1725,"Low",0
"660","AFC.L",NA,865.27725,-4922.09125,7002.361,5811.63675,376.88025,"Low",0
"661","ADL.L",NA,NA,-2682.5,750.5,-739,NA,"Low",0
"662","SAE.L",419.75,2443.75,-8163,115955.75,63242.5,24197.5,"Low",0
"663","CWR.L",10418,2721.25,-9958.25,18956,15000.25,NA,"Low",0
"664","CNEL.L",NA,112490.5,-91.5,150571.75,15489.75,6481.75,"Low",0
"665","HYR.L",NA,22273.5,-12663.25,60422.25,26223.75,10008.75,"Low",0
"666","IKA.L",NA,1200.4365,-3152.559,5940.449,4984.75875,12.687,"Low",0
"667","ITM.L",2522.25,2315.75,-4880.75,22812.25,17660,NA,"Low",0
"668","PHE.L",NA,NA,-1985.224,305.63825,-3102.80125,NA,"Low",0
"669","PPS.L",NA,1299.75,-13135,3073.75,-42568.25,99.75,"Low",0
"670","PVCS.L",NA,38467,67,52174,47652.5,NA,"Low",0
"671","BAG.L",NA,264700,35725,282725,192800,66675,"Low",0
"672","BVIC.L",NA,1416375,111750,1576725,302350,214825,"Low",0
"673","CCR.L",NA,622800,-10050,1197700,632475,181650,"Low",0
"674","CCH.L",NA,6436050,374300,6645650,2950975,209350,"Low",0
"675","DGE.L",NA,11377750,2577250,28214500,9140500,9529500,"Low",0
"676","DIS.L",NA,1372.75,-55,2935.5,2704.25,1530.25,"Low",0
"677","FEVR.L",NA,142277.73525,37028.2895,150150.2565,116916.32625,19168.45575,"Low",0
"678","GUS.L",NA,636.25,-1420.75,14398.5,9336.5,230,"Low",0
"679","NICL.L",NA,125363.5,24099.75,121071.5,92602.75,5785.25,"Low",0
"680","STCK.L",NA,262953.6505,21224.165,664285,354907.75,306098,"Low",0
"681","ADT.L",NA,32954.25,2652.25,42027.5,13300.75,25129.75,"Low",0
"682","BT-A.L",NA,22556250,2141250,NA,NA,NA,"Low",0
"683","KCOM.L",NA,332601.75,33979.5,298891.25,95306.75,33226.5,"Low",0
"684","MANX.L",NA,80096.5,12328.5,190551,85939.5,903.75,"Low",0
"685","TEP.L",NA,751768,47381.25,425210.25,219832.5,194910.25,"Low",0
"686","TDE.L",NA,52786000,2362000,118270750,17198750,19132000,"Low",0
"687","TCN.L",NA,19975.25,-224,13469.75,6188,173,"Low",0
"688","AGTA.L",NA,13496.1,-7863.7,19269.25,14981,NA,"Low",0
"689","AEP.L",NA,246356.75,23028.75,531345.25,360299.5,NA,"Low",0
"690","ABF.L",NA,14282500,887750,12024250,7731250,301250,"Low",0
"691","CAM.L",NA,277675,9925,680775,353900,4425,"Low",0
"692","CARR.L",NA,348902,10835.25,212219.5,95136,1305.75,"Low",0
"693","CWK.L",NA,1182312.5,55961.75,566452.5,400419,5666.5,"Low",0
"694","DCG.L",NA,435975,23825,659875,184900,17900,"Low",0
