"","company","RD","OR","NI","TA","TE","Patent","Industry","Frequency"
"1954","MEAB-B.ST",NA,646411,58923.5,425486.5,294379,1345.25,"High",0
"1955","NOTE.ST",NA,1193469,54057.75,769649.5,339504.25,14447.75,"High",0
"1956","SINT.ST",8275,75275,25825,104700,93500,1675,"High",0
"1957","HPOL-B.ST",87500,12027000,1490750,10844250,7348500,362750,"High",0
"1958","ALIV-SDB.ST",416075,8476550,410350,7757850,3262900,103950,"High",0
"1959","VNE-SDB.ST",338650,2089150,-144000,NA,NA,NA,"High",0
"1960","BULTEN.ST",NA,2839375,143200,2107375,1380125,2650,"High",0
"1961","HLDX.ST",172500,4683000,124750,3169750,1423250,NA,"High",0
"1962","VBG-B.ST",82552.5,2338409.5,177441.75,3105748,1532040.75,636504.25,"High",0
"1963","OPUS.ST",NA,1925535.75,65116.25,3209094.25,965193.75,447489.5,"High",0
"1964","BETCO.ST",NA,23880,5245.5,50340,27823.5,30552.75,"High",0
"1965","BELE.ST",121335.25,1279809,-16393.5,1454606.5,543563.75,112376.75,"High",0
"1966","SAAB-B.ST",1429500,30159750,1321250,44356250,14879000,316000,"High",0
"1967","CTT.ST",NA,262025,44050,266100,153900,5500,"High",0
"1968","MYCR.ST",359806,2728993.25,596236.75,2983864.5,1714804,492676.25,"High",0
"1969","HANZA.ST",NA,1430625,19150,849450,310675,17625,"High",0
"1970","LUPE.ST",NA,1534925,-141275,5339675,-367900,NA,"Low",0
"1971","AOI.ST",NA,NA,-44049.25,1016964,966213.5,626424.25,"Low",0
"1972","ENQ.ST",NA,908131.25,-126956,4600928.5,807617.25,50192,"Low",0
"1973","IPCO.ST",NA,255986.25,-37741,815847.5,500348.5,NA,"Low",0
"1974","TETY.ST",NA,117675,30350,257175,227550,NA,"Low",0
"1975","EOLU-B.ST",NA,1156807,69439.5,1331184.25,718535.75,NA,"Low",0
"1976","TEL2-A.ST",NA,21349750,400250,50112000,22697750,8454250,"Low",0
"1977","TEL2-B.ST",NA,21349750,400250,50112000,22697750,8454250,"Low",0
"1978","TELIA.ST",192500,83506250,6291750,250351500,96571750,15797750,"Low",0
"1979","TIGO-SDB.ST",NA,4691250,-128750,9950500,3070500,879000,"Low",0
"1980","ATRE.ST",NA,773739.75,-1755,513642.25,221651,167294.75,"Low",0
"1981","AM1S.ST",NA,1667900,43250,1997900,753075,226000,"Low",0
"1982","BILL.ST",NA,22453750,1501000,28211750,13360000,323750,"Low",0
"1983","HOLM-A.ST",NA,16283000,1479750,35537500,21896000,88000,"Low",0
"1984","HOLM-B.ST",NA,16283000,1479750,35537500,21896000,88000,"Low",0
"1985","STE-A.ST",NA,10119750,727000,12326500,5979000,230000,"Low",0
"1986","STE-R.ST",NA,10119750,727000,12326500,5979000,230000,"Low",0
"1987","RROS.ST",NA,1947500,171500,1820750,1219000,13250,"Low",0
"1988","SSAB-A.ST",NA,63304500,1568250,89008500,52488000,2339000,"Low",0
"1989","SSAB-B.ST",NA,63304500,1568250,89008500,52488000,2339000,"Low",0
"1990","BEGR.ST",NA,4294000,-21250,2008250,812500,16000,"Low",0
"1991","AAK.ST",NA,24049750,1113000,16501750,7672750,354000,"Low",0
"1992","SCST.ST",NA,6828725,166325,4330175,1238975,733525,"Low",0
"1993","SWMA.ST",NA,13688500,3726000,14380500,-2732000,707250,"Low",0
"1994","GRNG.ST",NA,9261750,554250,7282500,3159000,216750,"Low",0
"1995","MTG-A.ST",NA,17124000,572250,18451250,5055500,1830250,"Low",0
"1996","MTG-B.ST",NA,17124000,572250,18451250,5055500,1830250,"Low",0
"1997","NENT-A.ST",NA,13717666.6666667,1167000,10818666.6666667,1703666.66666667,747000,"Low",0
"1998","NENT-B.ST",NA,13717666.6666667,1167000,10818666.6666667,1703666.66666667,747000,"Low",0
"1999","MOMENT.ST",NA,971906.5,1984.25,500475.75,134878,3455.25,"Low",0
"2000","AZA.ST",NA,1109250,385500,106873750,1368750,45000,"Low",0
"2001","NDA-SE.ST",NA,9143750,3384000,598886750,32370750,1697750,"Low",0
"2002","SEB-A.ST",NA,43521500,16632500,2560153750,142851000,2402250,"Low",0
"2003","SEB-C.ST",NA,43521500,16632500,2560153750,142851000,2402250,"Low",0
"2004","SHB-A.ST",NA,40181250,16509750,2723716000,137120250,2755500,"Low",0
"2005","SHB-B.ST",NA,40181250,16509750,2723716000,137120250,2755500,"Low",0
"2006","SWED-A.ST",NA,40275750,18944500,2190446500,130861500,2587250,"Low",0
"2007","TFBANK.ST",NA,367198,138506,4064633,517309,24597,"Low",0
"2008","ATRLJ-B.ST",NA,2489750,2869250,39209750,17262000,NA,"Low",0
"2009","BALD-B.ST",NA,5549500,6704000,100066750,30008750,NA,"Low",0
"2010","CAST.ST",NA,4647750,5295500,74204250,29623250,NA,"Low",0
"2011","FABG.ST",NA,2053000,5917500,55047000,25587750,NA,"Low",0
"2012","HEMF.ST",NA,2680250,2837250,37692000,14273500,NA,"Low",0
"2013","HEMF-PREF.ST",NA,2680250,2837250,37692000,14273500,NA,"Low",0
"2014","HUFV-A.ST",NA,1800575,3736250,38925375,24253825,NA,"Low",0
"2015","HUFV-C.ST",NA,1800575,3736250,38925375,24253825,NA,"Low",0
"2016","KLED.ST",NA,2368750,1583750,31251750,12603750,NA,"Low",0
"2017","KLOV-A.ST",NA,3043500,2555750,44282250,14216500,NA,"Low",0
"2018","KLOV-B.ST",NA,3043500,2555750,44282250,14216500,NA,"Low",0
"2019","KLOV-PREF.ST",NA,3043500,2555750,44282250,14216500,NA,"Low",0
"2020","NYF.ST",NA,1288000,1229500,13384250,4213250,NA,"Low",0
"2021","SAGA-A.ST",NA,1802250,2566250,25469250,10365500,NA,"Low",0
"2022","SAGA-B.ST",NA,1802250,2566250,25469250,10365500,NA,"Low",0
"2023","SAGA-D.ST",NA,1802250,2566250,25469250,10365500,NA,"Low",0
"2024","SAGA-PREF.ST",NA,1802250,2566250,25469250,10365500,NA,"Low",0
"2025","WALL-B.ST",NA,2241500,2877500,41475750,18471000,16500,"Low",0
"2026","WIHL.ST",NA,2247250,2556250,36101500,12365250,NA,"Low",0
"2027","BESQ.ST",NA,1493283.25,241081,1792486.25,1146446.25,NA,"Low",0
"2028","CATE.ST",NA,814200,592000,12381075,4069650,NA,"Low",0
"2029","CORE-A.ST",NA,1178250,958750,12638250,4081000,NA,"Low",0
"2030","CORE-B.ST",NA,1178250,958750,12638250,4081000,NA,"Low",0
"2031","CORE-PREF.ST",NA,1178250,958750,12638250,4081000,NA,"Low",0
"2032","DIOS.ST",NA,1546000,930000,17047500,5639750,2000,"Low",0
"2033","FPAR.ST",NA,1336775,1515550,19724675,6867750,NA,"Low",0
"2034","FPAR-PREF.ST",NA,1336775,1515550,19724675,6867750,NA,"Low",0
"2035","HEBA-B.ST",NA,323267,574178.5,8199358.5,4209448.5,2429,"Low",0
"2036","HEM-B.ST",NA,1140932.25,1926099.75,22618769.25,7842991.25,NA,"Low",0
"2037","MAG.ST",NA,1178000,179000,2931500,850750,NA,"Low",0
"2038","NP3.ST",NA,614000,376250,7499000,2520000,NA,"Low",0
"2039","NP3-PREF.ST",NA,614000,376250,7499000,2520000,NA,"Low",0
"2040","PLAZ-B.ST",NA,835425,1007625,14738900,5335525,NA,"Low",0
"2041","STEF-B.ST",NA,446500,433250,6588750,2180500,NA,"Low",0
"2042","VICP-A.ST",NA,926500,1395500,13937750,5155500,NA,"Low",0
"2043","VICP-B.ST",NA,926500,1395500,13937750,5155500,NA,"Low",0
"2044","VICP-PREF.ST",NA,926500,1395500,13937750,5155500,NA,"Low",0
"2045","BRIN-B.ST",NA,151850,88800,2781925,1057000,NA,"Low",0
"2046","BONAV-A.ST",NA,13762250,1109250,18265750,6077500,130000,"Low",0
"2047","BONAV-B.ST",NA,13762250,1109250,18265750,6077500,130000,"Low",0
"2048","JM.ST",NA,15570750,1561250,16515750,5539750,NA,"Low",0
"2049","SSM.ST",NA,601824.5,111044,1144603.75,498223.25,1667.25,"Low",0
"2050","AF-B.ST",NA,11888500,731250,10827250,4830750,380250,"Low",0
"2051","BRAV.ST",NA,16399000,682250,12760500,4371250,10000,"Low",0
"2052","EPI-A.ST",791000,31353500,4136250,30526000,15371500,1560250,"Low",0
"2053","EPI-B.ST",791000,31353500,4136250,30526000,15371500,1560250,"Low",0
"2054","NCC-A.ST",NA,54459250,2552250,29684000,5835750,347000,"Low",0
"2055","NCC-B.ST",NA,54459250,2552250,29684000,5835750,347000,"Low",0
"2056","NIBE-B.ST",NA,17529000,1597500,26227250,11942500,3761000,"Low",0
"2057","PEAB-B.ST",NA,48231750,1673000,32272750,9783500,310250,"Low",0
"2058","SKA-B.ST",NA,157005250,4792000,107476250,26935750,931250,"Low",0
"2059","SWEC-A.ST",NA,15885500,960250,13845500,5648000,344250,"Low",0
"2060","SWEC-B.ST",NA,15885500,960250,13845500,5648000,344250,"Low",0
"2061","ELTEL.ST",NA,1293375,-67600,958800,325500,52675,"Low",0
"2062","INSTAL.ST",NA,2826204.25,136271,1916100.25,670605.75,NA,"Low",0
"2063","INWI.ST",45875,5982525,361650,6330725,3094625,230200,"Low",0
"2064","LIAB.ST",65750,8251500,338000,7546250,3987500,104000,"Low",0
"2065","NWG.ST",6500,2099900,131750,1699100,952950,44625,"Low",0
"2066","SRNKE-B.ST",NA,4801500,365250,3762000,1503500,NA,"Low",0
"2067","SYSR.ST",NA,6539875,260425,5267275,2298000,204100,"Low",0
"2068","BALCO.ST",NA,871802,36432.75,833665.75,273235.5,21616.5,"Low",0
"2069","CBTT-B.ST",NA,485463.75,23547.5,226322.5,101646.75,11716,"Low",0
"2070","FMM-B.ST",36823.75,1121425.25,64961.75,886143.75,415266,43867,"Low",0
"2071","PENG-B.ST",NA,977900.75,28058,775279,300278.25,28474.25,"Low",0
"2072","SEMC.ST",NA,1754275,30450,1092800,564350,14325,"Low",0
"2073","SVED-B.ST",9552,539336.25,41294.5,442762.5,168572.75,26070.25,"Low",0
